City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,nhamunda,-2.1861,-56.7131,23.51,98,100,0.9,BR,1739330894
360,inhambane,-23.865,35.3833,25.04,85,63,5.68,MZ,1739330895
361,callao,-12.0667,-77.15,27.07,83,0,5.66,PE,1739330611
362,pitimbu,-7.4706,-34.8086,26.58,75,77,5.76,BR,1739330897
363,chauk,20.8833,94.8167,23.86,25,0,2.07,MM,1739330898
364,murghob,38.1702,73.9667,-21.1,98,100,0.69,TJ,1739330899
365,visby,57.6409,18.296,-1.88,80,100,3.09,SE,1739330900
366,canutama,-6.5339,-64.3831,23.04,98,100,0.7,BR,1739330903
367,beloyarskiy,63.7119,66.6722,-3.75,91,100,5.87,RU,1739330904
368,srikakulam,18.3,83.9,24.96,63,6,1.97,IN,1739330688
369,gordonvale,-17.0936,145.7842,28.38,63,100,0.97,AU,1739330906
370,arkhangel'sk,64.5401,40.5433,-0.94,93,100,8.0,RU,1739330907
371,ponta delgada,37.7333,-25.6667,18.44,94,75,7.72,PT,1739330707
372,miyaly,48.8844,53.7836,-11.36,95,22,2.62,KZ,1739330909
373,sitka,57.0531,-135.33,-0.06,59,0,2.06,US,1739330911
374,bardai,11.65,7.2333,18.78,20,4,4.97,NG,1739330912
375,fort bragg,35.139,-79.006,2.91,94,100,4.12,US,1739330913
376,deqen,29.9618,90.7188,-1.57,11,0,1.81,CN,1739330914
377,xinyuan,37.3,99.0,-10.41,13,33,4.45,CN,1739330915
378,yonggang-up,38.8561,125.4244,0.33,99,100,2.45,KP,1739330916
379,hithadhoo,-0.6,73.0833,28.07,65,77,4.43,MV,1739330917
380,kot malik barkhurdar,30.1944,66.993,4.55,41,1,1.46,PK,1739330918
381,seryshevo,51.0933,128.3786,-16.72,91,100,2.6,RU,1739330920
382,ternate,0.8,127.4,28.52,73,91,1.96,ID,1739330921
383,vallenar,-28.5708,-70.7581,19.77,68,0,1.29,CL,1739330791
384,pangkalanbuun,-2.6833,111.6167,29.09,65,100,1.59,ID,1739330923
385,mana,5.6592,-53.7767,24.46,91,99,5.7,GF,1739330924
386,fuglafjordur,62.244,-6.814,5.31,76,7,7.92,FO,1739330925
387,cedar city,37.6775,-113.0619,-3.67,55,20,3.6,US,1739330926
388,wanning,18.8003,110.3967,21.41,93,100,3.26,CN,1739330927
389,henderson,36.0397,-114.9819,12.69,9,0,10.29,US,1739330869
390,kralendijk,12.15,-68.2667,25.99,78,20,6.69,BQ,1739330931
391,monchegorsk,67.9397,32.8739,-2.88,81,18,10.23,RU,1739330932
392,taltal,-25.4,-70.4833,20.54,87,67,0.83,CL,1739330934
393,palikir - national government center,6.9248,158.1611,29.47,79,100,5.66,FM,1739330935
394,qui nhon,13.7667,109.2333,23.25,84,100,2.97,VN,1739330936
395,abbeville,50.1,1.8333,3.6,84,99,0.62,FR,1739330937
396,kingscliff,-28.2667,153.5667,28.89,65,31,5.14,AU,1739330938
397,sarmiento,-45.5882,-69.07,14.47,45,6,6.3,AR,1739330793
398,yuzhno-kurilsk,44.0306,145.8556,-0.74,67,54,4.79,RU,1739330940
399,makushino,55.2103,67.2442,-11.42,90,88,5.88,RU,1739330942
400,vrangel',42.7297,133.0839,-1.43,95,100,2.12,RU,1739330943
401,merizo village,13.2658,144.6691,30.31,78,17,8.87,GU,1739330944
402,nagqu,31.5,92.0,-6.37,21,36,2.99,CN,1739330945
403,gulf shores,30.246,-87.7008,21.91,97,100,4.12,US,1739330946
404,bijie,27.3125,105.2942,2.12,98,100,2.44,CN,1739330947
405,mangrol,21.1167,70.1167,20.12,80,0,4.34,IN,1739330948
406,coxen hole,16.3244,-86.5366,26.6,89,20,10.29,HN,1739330950
407,saint-francois,46.4154,3.9054,7.58,89,100,0.0,FR,1739330951
408,aral,40.5156,81.2636,-2.67,34,0,1.36,CN,1739330953
409,azul,-36.777,-59.8585,15.96,65,0,5.97,AR,1739330771
410,vikulovo,56.8167,70.6107,-7.98,92,100,5.97,RU,1739330955
411,kavalerovo,44.2661,135.0572,0.05,63,100,4.96,RU,1739330956
412,coahuayana de hidalgo,18.7,-103.6583,21.15,81,31,0.85,MX,1739330957
413,paramonga,-10.6667,-77.8333,23.84,79,100,1.84,PE,1739330958
414,onega,63.9061,38.1404,-3.65,92,67,5.88,RU,1739330959
415,nouadhibou,20.931,-17.0347,17.99,52,100,9.26,MR,1739330961
416,kifri,34.6959,44.9661,8.84,47,0,3.32,IQ,1739330962
417,sooke,48.3746,-123.7276,0.87,70,0,4.63,CA,1739330963
418,cidade velha,14.9167,-23.6167,20.26,73,20,5.66,CV,1739330964
419,smithers,54.7804,-127.1743,-14.82,78,0,1.03,CA,1739330965
420,notse,6.95,1.1667,27.15,80,86,2.94,TG,1739330966
421,jeddah,21.5169,39.2192,23.92,57,75,4.63,SA,1739330967
422,wakkanai,45.4094,141.6739,1.99,64,75,11.32,JP,1739330968
423,uttaradit,17.6667,100.5,31.43,27,5,0.89,TH,1739330896
424,sant'antioco,39.0664,8.4522,12.09,92,9,4.08,IT,1739330970
425,geraldton,-28.7667,114.6,26.23,31,0,9.77,AU,1739330972
426,masumbwe,-3.6333,32.1833,18.49,89,100,1.62,TZ,1739330973
427,nabire,-3.3667,135.4833,25.61,93,100,2.76,ID,1739330974
428,alofi,-19.0595,-169.9187,29.94,74,20,4.12,NU,1739330975
429,saint-philippe,-21.3585,55.7679,27.05,78,39,1.62,RE,1739330977
430,malabar,-33.9667,151.25,28.98,65,40,4.63,AU,1739330978
431,medicine hat,50.0501,-110.6683,-21.76,77,0,2.57,CA,1739330825
432,bayanhongor,46.7167,100.1167,-24.05,81,10,0.31,MN,1739330981
433,chelmsford,51.7357,0.4696,4.19,96,100,2.31,GB,1739330982
434,duba,27.3513,35.6901,16.71,35,0,4.78,SA,1739330984
435,greymouth,-42.4667,171.2,20.85,63,43,3.07,NZ,1739330985
436,labytnangi,66.6572,66.4183,-11.13,91,99,6.34,RU,1739330986
437,mogocha,53.7333,119.7667,-16.46,73,13,1.14,RU,1739330987
438,arish,31.1316,33.7984,12.48,69,1,5.1,EG,1739330989
439,kashgar,39.4547,75.9797,-2.44,43,40,2.0,CN,1739330990
440,barcelos,41.5388,-8.6151,9.73,93,81,1.03,PT,1739330991
441,huron,41.1501,-82.5499,-3.38,80,100,4.96,US,1739330992
442,meadow lakes,61.6247,-149.6011,-4.84,67,0,0.0,US,1739330994
443,alesund,62.4723,6.1549,2.09,74,0,2.06,NO,1739330837
444,great falls,47.5002,-111.3008,-15.75,84,100,3.6,US,1739330996
445,noumea,-22.2763,166.4572,30.57,99,69,9.25,NC,1739330997
446,aripuana,-9.1667,-60.6333,22.2,98,98,0.87,BR,1739330998
447,east london,-33.0153,27.9116,19.53,82,13,6.31,ZA,1739330999
448,anatuya,-28.4606,-62.8347,32.35,27,61,3.69,AR,1739331000
449,minas de marcona,-15.2119,-75.1103,19.35,82,88,1.6,PE,1739331001
450,lubang,13.8584,120.124,27.2,82,77,11.33,PH,1739331002
451,sibolga,1.7427,98.7792,30.08,64,80,1.46,ID,1739331003
452,alice springs,-23.7,133.8833,40.75,16,20,8.23,AU,1739331004
453,langepas,61.2544,75.2124,-9.02,94,100,6.12,RU,1739331006
454,port macquarie,-31.4333,152.9167,23.37,85,66,1.34,AU,1739331007
455,hotan,37.0997,79.9269,0.38,35,99,3.63,CN,1739331008
456,mili,6.0815,171.735,27.28,70,17,6.62,MH,1739331009
457,tchibanga,-2.85,11.0333,22.61,99,100,0.41,GA,1739331010
458,neyshabur,36.2133,58.7958,-2.56,70,0,0.97,IR,1739331011
459,nema,57.5067,50.5011,-10.98,93,20,4.15,RU,1739331012
460,harstad,68.799,16.5293,0.64,82,100,0.89,NO,1739331013
461,gillette,44.2911,-105.5022,-19.49,71,0,5.14,US,1739331014
462,illizi,26.4833,8.4667,12.49,25,0,2.62,DZ,1739331015
463,praia da vitoria,38.7333,-27.0667,17.14,88,40,1.87,PT,1739331017
464,xilin hot,43.9667,116.0333,-11.21,50,1,8.47,CN,1739331018
465,bandar lampung,-5.4254,105.258,31.17,57,83,2.04,ID,1739331019
466,kingston,17.997,-76.7936,26.53,65,20,9.77,JM,1739330853
467,san julian,21.0167,-102.1667,16.17,36,30,3.73,MX,1739331021
468,harper,4.375,-7.7169,26.32,89,99,3.11,LR,1739331022
469,fortaleza,-3.7227,-38.5247,28.45,78,40,5.14,BR,1739331023
470,ulaangom,49.9811,92.0667,-20.22,86,43,1.11,MN,1739331024
471,arpajon-sur-cere,44.9026,2.4581,6.23,89,0,3.09,FR,1739331025
472,ilebo,-4.3167,20.5833,22.48,91,99,0.67,CD,1739331027
473,bonaberi,4.0779,9.6759,26.29,88,100,0.31,CM,1739331028
474,desna,50.9273,30.7605,-7.13,74,87,2.19,UA,1739331029
475,mosjoen,65.836,13.1908,3.29,87,100,1.54,NO,1739331030
476,mirnyy,62.5353,113.9611,-15.59,95,100,2.78,RU,1739331031
477,myeik,12.4333,98.6,27.98,57,96,1.51,MM,1739331032
478,isangel,-19.55,169.2667,27.06,89,75,2.57,VU,1739331033
479,kapit,2.0167,112.9333,30.18,64,96,0.91,MY,1739331034
480,bengkulu,-3.8004,102.2655,29.62,64,58,2.4,ID,1739331035
481,novyy urgal,51.0736,132.5642,-17.23,81,100,0.29,RU,1739331036
482,lesnoy,57.6198,63.0784,-7.08,80,69,6.25,RU,1739331038
483,tortosa,40.8125,0.5216,11.54,94,99,0.54,ES,1739331039
484,vila velha,-20.3297,-40.2925,24.97,88,75,0.0,BR,1739331040
485,huamachuco,-7.8,-78.0667,9.68,94,100,2.02,PE,1739331041
486,ust'-uda,54.1742,103.0304,-4.23,73,100,4.83,RU,1739331042
487,bulawayo,-20.15,28.5833,18.38,97,100,4.48,ZW,1739331043
488,ginir,7.1333,40.7,14.31,78,96,0.45,ET,1739331044
489,shchukino,58.85,42.5167,-7.81,96,100,4.19,RU,1739331045
490,dryden,49.7833,-92.7503,-23.84,70,20,3.09,CA,1739331046
491,portland,45.5234,-122.6762,0.96,54,0,5.81,US,1739330860
492,sainte-catherine,46.3184,-72.5663,-11.97,63,0,3.6,CA,1739331049
493,port-gentil,-0.7193,8.7815,27.35,81,100,3.43,GA,1739331050
494,bereznik,62.8551,42.7072,-3.39,89,89,4.79,RU,1739331052
495,ashburton,-37.8626,145.0794,35.91,43,4,0.89,AU,1739331053
496,muli,2.9167,73.5667,27.67,75,64,6.36,MV,1739331054
497,nyurba,63.2842,118.3319,-16.85,97,99,1.03,RU,1739331056
498,ust-tsilma,65.441,52.1498,-2.2,96,100,4.21,RU,1739331057
499,palu,-0.8917,119.8707,32.36,61,100,2.13,ID,1739331058
500,ebolowa,2.9,11.15,20.59,98,100,0.55,CM,1739331059
501,zeya,53.75,127.2667,-15.67,81,67,1.6,RU,1739331060
502,saint-paul,-21.0096,55.2707,27.22,90,14,1.18,RE,1739331061
503,aldama,22.9167,-98.0667,22.35,94,72,2.92,MX,1739331062
504,eyl,7.9803,49.8164,24.94,67,99,7.53,SO,1739331063
505,kailua-kona,19.6406,-155.9956,26.98,63,40,3.6,US,1739331065
506,manaure,11.7751,-72.4445,25.39,68,85,6.36,CO,1739331066
507,jincheng,35.5022,112.8328,1.31,11,100,9.23,CN,1739331067
508,gargalianoi,37.0667,21.6333,7.38,89,100,3.67,GR,1739331068
509,al mindak,20.1588,41.2834,12.04,56,43,1.92,SA,1739331069
510,marotta,43.764,13.1477,9.37,83,100,1.7,IT,1739331070
511,the pas,53.8251,-101.2541,-22.99,70,75,4.63,CA,1739331071
512,hilo,19.7297,-155.09,25.85,78,20,3.09,US,1739331072
513,tan-tan,28.438,-11.1032,13.46,68,89,3.83,MA,1739331073
514,mar del plata,-38.0023,-57.5575,19.37,67,0,3.58,AR,1739331076
515,eregli,37.5133,34.0467,-2.64,74,36,0.93,TR,1739331077
516,tecate,32.5667,-116.6333,9.64,84,90,2.65,MX,1739331004
517,nova sintra,14.8667,-24.7167,20.47,75,100,11.84,CV,1739331079
518,kasungu,-13.0333,33.4833,19.44,95,100,1.08,MW,1739331080
519,oppdal,62.5943,9.6912,-7.97,56,0,1.97,NO,1739331082
520,tual,-5.6667,132.75,29.01,74,100,4.81,ID,1739331083
521,rzhev,56.2624,34.3282,-10.25,97,30,1.29,RU,1739331084
522,brookings,44.3114,-96.7984,-17.75,76,100,2.06,US,1739330810
